time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-15 00:00:00+00:00,163,57,53,15
2022-01-16 00:00:00+00:00,161,69,10,8
2022-01-17 00:00:00+00:00,494,69,395,35
2022-01-18 00:00:00+00:00,607,69,559,52
2022-01-19 00:00:00+00:00,723,91,543,55
2022-01-20 00:00:00+00:00,636,82,703,60
2022-01-21 00:00:00+00:00,563,83,565,39
2022-01-22 00:00:00+00:00,272,58,77,14
2022-01-23 00:00:00+00:00,149,65,33,12
2022-01-24 00:00:00+00:00,724,100,569,49
2022-01-25 00:00:00+00:00,733,99,705,45
2022-01-26 00:00:00+00:00,572,101,500,41
2022-01-27 00:00:00+00:00,619,87,658,44
2022-01-28 00:00:00+00:00,397,84,418,59
